Date,Price
2021-02-08,46436.09
2021-02-09,46502.2933
2021-02-10,44855.6167
2021-02-11,48004.6533
2021-02-12,47410.4033
2021-02-13,47211.6683
2021-02-14,48633.26
2021-02-15,47934.1267
2021-02-16,49185.7283
2021-02-17,52127.32
2021-02-18,51573.4067
2021-02-19,55923.13
2021-02-20,55898.44
2021-02-21,57441.6
2021-02-22,54117.495
2021-02-23,48901.0167
2021-02-24,49734.52
2021-02-25,47104.7833
2021-02-26,46329.74
2021-02-27,46189.3783
2021-02-28,45256.4133
2021-03-01,49619.6433
2021-03-02,48502.8083
2021-03-03,50422.1683
2021-03-04,48365.145
2021-03-05,48780.96
2021-03-06,48887.0233
2021-03-07,50985.9417
2021-03-08,52393.36
2021-03-09,54932.3367
2021-03-10,55890.255
2021-03-11,57827.6133
2021-03-12,57254.9
2021-03-13,61184.8267
2021-03-14,58991.5683
2021-03-15,55652.0067
2021-03-16,56921.495
2021-03-17,58899.975
2021-03-18,57638.09
2021-03-19,58069.2567
2021-03-20,58119.0917
2021-03-21,57372.9783
2021-03-22,54091.9683
2021-03-23,54343.355
2021-03-24,52291.855
2021-03-25,51344.275
2021-03-26,55046.03
2021-03-27,55853.7717
2021-03-28,55777.2867
2021-03-29,57641.5567
2021-03-30,58795.9467
2021-03-31,58793.8417
2021-04-01,58726.6833
2021-04-02,58981.1117
2021-04-03,57065.38
2021-04-04,58221.755
2021-04-05,59140.685
2021-04-06,58011.415
2021-04-07,55950.97
2021-04-08,58087.18
2021-04-09,58119.59
2021-04-10,59791.845
2021-04-11,59990.8733
2021-04-12,59856.7133
2021-04-13,63564.8333
2021-04-14,62954.5883
2021-04-15,63223.7683
2021-04-16,61394.885
2021-04-17,60023.5133
2021-04-18,56232.3767
2021-04-19,55668.2283
2021-04-20,56499.2767
2021-04-21,53812.075
2021-04-22,51722.1333
2021-04-23,51161.1467
2021-04-24,50123.7367
2021-04-25,49128.24
2021-04-26,54069.5117
2021-04-27,55066.08
2021-04-28,54877.7017
2021-04-29,53579.9583
2021-04-30,57736.8583
2021-05-01,57836.0067
2021-05-02,56608.8033
2021-05-03,57189.4833
2021-05-04,53240.3383
2021-05-05,57501.215
2021-05-06,56437.9833
2021-05-07,57351.0667
2021-05-08,58940.025
2021-05-09,58290.33
2021-05-10,55862.21
2021-05-11,56737.8433
2021-05-12,49514.9883
2021-05-13,49724.3183
2021-05-14,49903.4717
2021-05-15,46777.2883
2021-05-16,46493.5217
2021-05-17,43563.3433
2021-05-18,42896.3217
2021-05-19,36765.5983
2021-05-20,40593.8117
2021-05-21,37361.405
2021-05-22,37516.8317
2021-05-23,34720.7417
2021-05-24,38856.76
2021-05-25,38378.96
2021-05-26,39299.3583
2021-05-27,38534.7717
2021-05-28,35678.94
2021-05-29,34613.67
2021-05-30,35649.8283
2021-05-31,37277.445
2021-06-01,36681.7417
2021-06-02,37583.65
2021-06-03,39232.6517
2021-06-04,36851.8417
2021-06-05,35534.9267
2021-06-06,35801.1317
2021-06-07,33580.7767
2021-06-08,33406.4817
2021-06-09,37383.66
2021-06-10,36683.9167
2021-06-11,37338.0367
2021-06-12,35545.9817
2021-06-13,39018.0383
2021-06-14,40518.6883
2021-06-15,40160.7267
2021-06-16,38344.7233
2021-06-17,38087.2533
2021-06-18,35814.6417
2021-06-19,35519.7117
2021-06-20,35605.68
2021-06-21,31651.5733
2021-06-22,32538.255
2021-06-23,33690.375
2021-06-24,34657.9733
2021-06-25,31586.9033
2021-06-26,32308.725
2021-06-27,34708.96
2021-06-28,34497.755
2021-06-29,35918.88
2021-06-30,35053.4183
2021-07-01,33524.9833
2021-07-02,33803.965
2021-07-03,34684.1333
2021-07-04,35287.2033
2021-07-05,33694.795
2021-07-06,34233.8467
2021-07-07,33876.69
2021-07-08,32869.9583
2021-07-09,33805.3783
2021-07-10,33513.4867
2021-07-11,34254
2021-07-12,33092.925
2021-07-13,32727.9283
2021-07-14,32822.1817
2021-07-15,31870.0083
2021-07-16,31400.4217
2021-07-17,31539.0267
2021-07-18,31800.12
2021-07-19,30837.89
2021-07-20,29800.7367
2021-07-21,32146.0733
2021-07-22,32306.5917
2021-07-23,33646.4367
2021-07-24,34289.1017
2021-07-25,35417.4683
2021-07-26,37268.7083
2021-07-27,39489.8683
2021-07-28,40021.7183
2021-07-29,40039.9783
2021-07-30,42208.2233
2021-07-31,41458.8433
2021-08-01,39882.385
2021-08-02,39154.7917
2021-08-03,38198.685
2021-08-04,39742.4433
2021-08-05,40887.41
2021-08-06,42856.3483
2021-08-07,44606.61
2021-08-08,43804.8083
2021-08-09,46283.2333
2021-08-10,45606.6133
2021-08-11,45556.0133
2021-08-12,44415.8567
2021-08-13,47837.6783
2021-08-14,47098.2633
2021-08-15,47018.9017
2021-08-16,45927.405
2021-08-17,44686.3333
2021-08-18,44725.12
2021-08-19,46768.7083
2021-08-20,49345.8517
2021-08-21,48862.0467
2021-08-22,49278.8733
2021-08-23,49525.4783
2021-08-24,47705.4083
2021-08-25,48996.0733
2021-08-26,46842.8117
2021-08-27,49082.5783
2021-08-28,48923.55
2021-08-29,48799.5817
2021-08-30,46996.925
2021-08-31,47127.2
2021-09-01,48840.9633
2021-09-02,49284.7
2021-09-03,50012.9283
2021-09-04,49924.7283
2021-09-05,51788.98
2021-09-06,52688.2417
2021-09-07,46856.45
2021-09-08,46070.405
2021-09-09,46391.0983
2021-09-10,44849.31
2021-09-11,45168.8233
2021-09-12,46043.9567
2021-09-13,44955.3717
2021-09-14,47112.1767
2021-09-15,48139.485
2021-09-16,47770.4467
2021-09-17,47297.3683
2021-09-18,48315.0433
2021-09-19,47247.4317
2021-09-20,43014.7217
2021-09-21,40681.445
2021-09-22,43577.9517
2021-09-23,44893.5833
2021-09-24,42851.7017
2021-09-25,42709.5933
2021-09-26,43199.4867
2021-09-27,42178.03
2021-09-28,41046.4417
2021-09-29,41535.125
2021-09-30,43825.5417
2021-10-01,48162.7067
2021-10-02,47671.9367
2021-10-03,48233.0983
2021-10-04,49240.26
2021-10-05,51495.32
2021-10-06,55340.015
2021-10-07,53798.405
2021-10-08,53944.2767
2021-10-09,54960.8483
2021-10-10,54686.1333
2021-10-11,57490.3067
2021-10-12,56001.745
2021-10-13,57375.7267
2021-10-14,57355.0283
2021-10-15,61693.79
2021-10-16,60871.4467
2021-10-17,61518.8433
2021-10-18,62025.1667
2021-10-19,64286.5167
2021-10-20,66015.0967
2021-10-21,62201.9633
2021-10-22,60696.97
2021-10-23,61307.6667
2021-10-24,60849.5667
2021-10-25,63084.5717
2021-10-26,60307.6533
2021-10-27,58457.8717
2021-10-28,60591.9433
2021-10-29,62253.32
2021-10-30,61888.405
2021-10-31,61338.5317
2021-11-01,60955.7683
2021-11-02,63246.855
2021-11-03,62926.8233
2021-11-04,61444.2283
2021-11-05,61016.2883
2021-11-06,61514.3833
2021-11-07,63287.79
2021-11-08,67544.8733
2021-11-09,66941.8717
2021-11-10,64924.3533
2021-11-11,64818.75
2021-11-12,64142.9817
2021-11-13,64410.975
2021-11-14,65495.3183
2021-11-15,63599.7467
2021-11-16,60112.9583
2021-11-17,60364.085
2021-11-18,56925.4283
2021-11-19,58121.7817
2021-11-20,59763.9583
2021-11-21,58689.5383
2021-11-22,56290.1683
2021-11-23,57594.305
2021-11-24,57172.54
2021-11-25,58999.1183
2021-11-26,53798.905
2021-11-27,54772.275
2021-11-28,57319.5733
2021-11-29,57834.505
2021-11-30,56974.035
2021-12-01,57238.6217
2021-12-02,56522.1483
2021-12-03,53671.99
2021-12-04,49247.4233
2021-12-05,49454.1033
2021-12-06,50516.595
2021-12-07,50631.1267
2021-12-08,50510.235
2021-12-09,47591.0267
2021-12-10,47176.7617
2021-12-11,49388.085
2021-12-12,50105.7917
2021-12-13,46735.5167
2021-12-14,48385.125
2021-12-15,48886.06
2021-12-16,47645.4233
2021-12-17,46171.715
2021-12-18,46863.7717
2021-12-19,46695.385
2021-12-20,46913.6417
2021-12-21,48923.3067
2021-12-22,48620.5417
2021-12-23,50832.2517
2021-12-24,50831.9433
2021-12-25,50436.6433
2021-12-26,50796.875
2021-12-27,50696.565
2021-12-28,47549.8233
2021-12-29,46470.69
2021-12-30,47138.0417
2021-12-31,46206.1767
2022-01-01,47742.995
2022-01-02,47310.9233
2022-01-03,46448.0367
2022-01-04,45837.3333
2022-01-05,43430.7067
2022-01-06,43098.685
2022-01-07,41541.2233
2022-01-08,41689.195
2022-01-09,41864.1067
2022-01-10,41838.4617
2022-01-11,42744.29
2022-01-12,43921.2833
2022-01-13,42577.1583
2022-01-14,43095.525
2022-01-15,43096.105
2022-01-16,43091.2567
2022-01-17,42224.7167
2022-01-18,42373.6817
2022-01-19,41676.665
2022-01-20,40705.4417
2022-01-21,36462.6283
2022-01-22,35085.14
2022-01-23,36286.2217
2022-01-24,36703.22
2022-01-25,36981.4917
2022-01-26,36828.1
2022-01-27,37194.41
2022-01-28,37740.7367
2022-01-29,38186.37
2022-01-30,37915.8983
2022-01-31,38499.2683
2022-02-01,38718.8067
2022-02-02,36918.195
2022-02-03,37339.93
2022-02-04,41580.4283
2022-02-05,41420.2367
2022-02-06,42414.5633
2022-02-07,43868.43
2022-02-08,44080.5583
2022-02-09,44427.395
2022-02-10,43529.695
2022-02-11,42404.5383
2022-02-12,42235.445
2022-02-13,42076.9183
2022-02-14,42551.44
2022-02-15,44573.1483
2022-02-16,43900.745
2022-02-17,40558.95
2022-02-18,40016.7933
2022-02-19,40116.055
2022-02-20,38411.1083
2022-02-21,37042.7233
2022-02-22,38273.0417
2022-02-23,37274.8567
2022-02-24,38357.1617
2022-02-25,39233.7383
2022-02-26,39138.3683
2022-02-27,37721.3933
2022-02-28,43197.5817
2022-03-01,44438.34
2022-03-02,43931.7
2022-03-03,42476.5117
2022-03-04,39165.255
2022-03-05,39411.1383
2022-03-06,38426.475
2022-03-07,38012.92
2022-03-08,38753.6467
2022-03-09,41957.5333
2022-03-10,39439.1533
2022-03-11,38739.66
2022-03-12,38814.2817
2022-03-13,37788.0583
2022-03-14,39691.7917
2022-03-15,39310.215
2022-03-16,41134.125
2022-03-17,40945.165
2022-03-18,41778.7817
2022-03-19,42228.0883
2022-03-20,41276.2617
2022-03-21,41037.885
2022-03-22,42375.065
2022-03-23,42540.7775
2022-03-24,43921.275
2022-03-25,44360.5
2022-03-26,44350.51
2022-03-27,46631.25
2022-03-28,48173.2
2022-03-29,47384.5
2022-03-30,47151.5
2022-03-31,46318.5625
2022-04-01,46154.5
2022-04-02,46321.275
2022-04-03,46571.355
2022-04-04,45701.5475
2022-04-05,45809.58
2022-04-06,44106.255
2022-04-07,43600
2022-04-08,43090.215
2022-04-09,42459.5
2022-04-10,42726
2022-04-11,40865.25
2022-04-12,40617.5
2022-04-13,39888.5
2022-04-14,41023.5
2022-04-15,40310.5
2022-04-16,40411.5
2022-04-17,40339.5
2022-04-18,39036.355
2022-04-19,40661.67
2022-04-20,41440
2022-04-21,41931
2022-04-22,39494.5
2022-04-23,39732.605
2022-04-24,39605.645
2022-04-25,39111.5
2022-04-26,39971.98
2022-04-27,39043.5
2022-04-28,39627.555
2022-04-29,39158.385
2022-04-30,38617
2022-05-01,37923.8125
2022-05-02,38913.875
2022-05-03,38580.5
2022-05-04,38368.5
2022-05-05,39690.5
2022-05-06,36469.28
2022-05-07,35933.5
2022-05-08,34637.3075
2022-05-09,33528.5
2022-05-10,32050.5
2022-05-11,31474.35
2022-05-12,27127.9625
2022-05-13,30219.84
2022-05-14,29378.75
2022-05-15,29817.5
2022-05-16,30376.445
2022-05-17,30160.5
2022-05-22,29339.5
2022-05-23,30133.5
2022-05-26,29085.5
2022-05-27,28870.625
2022-05-28,28769.675
2022-05-29,29181.0225
2022-05-30,30592.5
2022-05-31,31533.775
2022-06-01,31451.5
2022-06-02,29731.4275
2022-06-03,30489.8275
2022-06-05,29796.3175
2022-06-06,31246.5
2022-06-07,29566.3367
2022-06-08,29893.315
2022-06-12,27533.1017
2022-06-13,25423.5
2022-06-30,19455.625
2022-07-01,19488
2022-07-02,19188.5217
2022-07-03,19115.52
2022-07-04,19129
2022-07-05,20205.6075
2022-07-06,19930.845
2022-07-10,21296.005
